,0,1,2,3
const,0.03752147674519779,0.25332948720792703,0.04559535422617887,0.21242459519875626
l1_var_r,0.32712003543959206,0.4194047096518206,0.07195408282622348,0.07166498973357432
cov,0.18350865465952662,0.14688544358992459,0.12329793741022256,0.16828770462998055
var_e,0.19720775612523792,0.14720745960415874,0.03700350220728697,0.09218886418686693
var_p,0.022867170431395238,0.005466289070391251,0.17887274382071203,0.19986843533203488
l1_mean_r,-0.49908491808191346,-0.19434828357139172,0.05701309241230531,0.110231726392061
mean_var_r,0.9137703303981095,0.336610979363509,0.007485695235177743,0.003613655763123867
