,AUD,BRL,CAD,CHF,CLP,CNY,CZK,DKK,EUR,GBP,HKD,HUF,IDR,ILS,INR,JPY,KRW,MXN,NOK,NZD,PHP,PLN,RUB,SEK,SGD,THB,TRY,TWD,ZAR
2008-02-01,1.145603453854712,2.7441822341672784,1.0006141849837054,0.9032234215674441,553.3367617488403,7.586593093118736,17.549233938768705,4.81857268671902,0.6553305105895647,0.5397456359759798,9.05342986575839,202.79801779664948,13323.4919169732,3.4921505589026722,80.19103082651426,92.47756299758618,970.950955016862,14.415304203981163,5.710853330494476,1.2740485196784317,49.912063476274554,2.543666160369667,47.18819189567497,5.945669694302095,1.4035914170865385,30.959537920119654,3.0445032673849997,28.548905470792533,11.922329223579355
2008-03-01,1.1383354868149527,2.7226803713028436,1.0086610862124905,0.8416043576683482,524.7556841061538,7.609683327169526,16.731466684256574,4.595819823853364,0.6217334404093368,0.5317197393620482,9.114338807154267,191.84406336849884,13343.581702633846,3.4111910130502086,80.9560922649327,87.28296802395603,1009.4555711536294,14.375638257044134,5.482491173454137,1.2724978258740434,50.6849276302246,2.399425516774282,45.549080681445744,5.665526310249137,1.3891240065009354,29.945639492198953,3.164089441028646,28.180353020375566,12.344689949971324
2008-04-01,1.1360306471764818,2.6943646271026793,1.018648766200363,0.8414332415943995,530.0674115678753,7.567706491129099,16.433255598839466,4.5469477481051435,0.6145803971218717,0.5365971061258743,9.123653717188288,184.81500065835127,13386.354516991676,3.383723446511318,80.18828052613314,89.38390003466313,1014.8352930451189,14.154279658562665,5.440477741378233,1.2975930056205685,50.9367236759265,2.3032763729233974,44.712116436517086,5.574598341673004,1.3549325010736204,29.73753913741481,3.282021030035276,27.81568987561187,12.05178078716445
2008-05-01,1.1210915194442899,2.650402547446208,1.0028019935938228,0.8674957927042658,556.4490856166657,7.632936827086599,16.712176380659166,4.62489432539765,0.6235657428205401,0.5422468819974613,9.186817555701008,181.90926196255668,13439.570634563766,3.2621746477016886,84.49943496921291,90.84414301597555,1067.3998811950216,14.186726273811209,5.4754489113049924,1.327315790786808,52.075728340594154,2.3107920389639784,44.89805729119704,5.63331392700076,1.360051543136401,29.82706978154582,3.125386584321933,28.270626028311685,11.801607852986095
2008-06-01,1.1279954084372528,2.590834232470904,1.0233604039953665,0.8698977740795479,581.5081923483075,7.641383970138544,16.333645980040757,4.660592263986654,0.6276265687811992,0.544966191467622,9.206857508167072,180.15802185397288,13410.14781610642,3.275217734414993,86.13979379921929,93.81642044472142,1063.953470841275,14.101770713351243,5.616309144148433,1.3658878144898374,53.42131808460187,2.307387527841642,44.74106518156282,5.703026486571083,1.3773906604504742,30.81050654293197,3.1324364851125854,27.825232154909067,12.21152508359039
2008-07-01,1.117845710122897,2.5466828785420668,1.021109167586902,0.868250625894606,588.1298988996208,7.606266952788351,15.583918587048252,4.633829752050285,0.6231904503781243,0.540985346614976,9.178408728002234,170.81297579435403,13100.185591408901,3.26275233634704,84.81073748875687,94.03707034511717,1048.5655344041018,13.97239254675968,5.569999271332627,1.37949671775185,53.85057479092493,2.21044613098381,44.20428713767152,5.715694107124183,1.3608815089612103,31.1404836480475,3.0784092851870435,27.85279879700128,11.653253794043541
2008-08-01,1.1737491672635039,2.562670550544382,1.0607435442950834,0.91677939382261,597.1122172293284,7.598873177920463,16.898853273124146,4.8564928207855,0.6545512930222694,0.5464828525215649,9.301605768084942,182.64082978788153,12987.193498081382,3.401020023818063,83.50037943789609,95.53670186096977,1075.9911890706992,13.636171109953262,5.79137106287762,1.4576803223215442,53.30678830651526,2.3436965655883175,45.33703051188584,5.949845440931502,1.3940543515090957,32.31830723163698,2.9861774127479377,28.385167212563672,11.588677836861763
2008-09-01,1.299062128672999,2.8491591294882572,1.0622758894077842,0.9359051351814238,605.3753928861948,7.565227121751949,17.7734358829113,5.0302041543883975,0.6798738159471862,0.5895669178701092,9.394613811890085,193.9489491334149,13158.243038845578,3.3963163500679654,87.87875121682372,93.19447358994367,1165.317948602096,14.173614255327811,6.073411097829095,1.5283020631879884,53.32637351991794,2.5011234007633294,47.05974991165905,6.235799256492532,1.4207278150328562,32.62908786219019,3.1228746578754225,29.21695430943894,12.095295157633542
2008-10-01,1.518658069811814,3.390423766590655,1.1895311260400476,0.9469912956790311,692.8781943957795,7.512375742033539,19.168395682703363,5.379732780912271,0.7256828385978303,0.6222197181906481,9.228673092855427,221.17795476436615,13972.98824979176,3.483375282039064,91.63905858611497,86.79694040277305,1347.8076682285057,16.438605642163928,6.814767593406018,1.6594486799919184,56.59014818832204,2.8322813581930832,48.11338514150853,6.857665167718481,1.4382219256922906,32.82831099880899,3.6049083080901827,29.1712674623331,14.436465573453335
2008-11-01,1.5720954972934438,3.4560386249283472,1.2038696385336736,0.9754408982061313,716.929839805874,7.424664466411069,20.12093875937508,5.528353860912173,0.7483418750575186,0.671616080111025,8.88493018584088,234.40019934461057,16041.316273443967,3.6252344343103045,90.52641481535802,82.69680725666205,1399.459552234781,16.692907470069056,7.200393746377633,1.7633700084155277,56.948101132988846,3.0019621532751675,48.506545182775795,7.283638251947293,1.4398803582630562,33.2304795914092,3.7734336045474177,29.288404258216605,14.673919545999198
2008-12-01,1.5201201925535612,3.6035977820064544,1.2159116244381165,0.9344050720528004,715.7125376427017,7.377835534245093,19.659101908703413,5.230344388167098,0.702024506957054,0.6874760898839792,8.826011920657244,220.0200357829952,15086.401003236177,3.568927590463147,89.52076016137782,77.62328667910434,1353.3372810575959,16.798180283569955,7.226712851963326,1.766552339645162,55.351318388644195,3.0251897639648617,49.109664151959215,7.367323509105137,1.409817656973377,33.377212470788024,3.631626101743901,29.556262634881126,14.365578008052465
2009-01-01,1.5055316022000422,3.4711425580894373,1.2163126961639688,0.9329438298970824,695.3796564090965,7.338904679050743,20.499025547493886,5.324550604573957,0.7221472405246799,0.716826529508829,8.837005883175705,236.23269376923759,15074.65819245256,3.649969766157052,89.66884478844733,77.7195071564989,1343.9836254521808,17.432188056285792,7.2307698146258295,1.783739978913591,54.13643328273663,3.2280607289412755,53.90220167793924,7.505346924907045,1.4256268569619448,33.423642910054994,3.759333466557065,29.96216117166523,14.231968896346217
2009-02-01,1.5770764711649545,3.4772265991060416,1.2324157596257286,0.9648365969061061,688.3305979954332,7.372898260325526,22.33251036356811,5.471383180820806,0.748456149125331,0.7156941781906145,8.945502250706905,259.1379862413913,16047.912282243762,3.8451838467071835,90.90327395871823,80.09580527050629,1425.63950210077,18.32443380650592,7.116599075861243,1.9184935019363567,55.18617236853167,3.6802641561591183,60.55220063651139,7.938029708546061,1.4660556617143137,33.64776320849826,3.9434434745266995,31.447438429748583,14.325709863801093
